accident_index,accident_year,accident_severity,number_of_vehicles,number_of_casualties,junction_control,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,road_type,date,time,day_of_week,longitude,latitude,geometry,MSOA11CD,LAD11CD,LAD11NM
2023010470394,2023,3,1,1,4,3,0,1,1,1,0,3,06/10/2023,16:00,6,0.024053,51.528376,POINT (2677.5677120506093 6715294.92495943),E02000739,E09000025,Newham
2023010470395,2023,3,1,1,4,6,0,4,1,1,0,6,28/03/2023,20:35,3,-0.12592,51.578375,POINT (-14017.350280689008 6724246.349034954),E02000429,E09000014,Haringey
2023010470397,2023,2,2,1,4,3,5,1,1,1,0,6,06/10/2023,09:10,6,-0.1304,51.464908,POINT (-14516.061599442872 6703946.2658125935),E02000629,E09000022,Lambeth
2023010470398,2023,3,1,1,4,9,0,1,1,1,0,6,06/10/2023,14:20,6,-0.304071,51.611443,POINT (-33849.028885001484 6730171.9928757185),E02000440,E09000015,Harrow
2023010470400,2023,2,2,1,4,3,9,4,1,1,0,3,04/10/2023,06:30,4,-0.270363,51.48817,POINT (-30096.671489341825 6708103.890064704),E02006792,E09000018,Hounslow
2023010470403,2023,3,2,1,4,3,1,1,1,1,0,6,06/10/2023,16:15,6,-0.220295,51.485577,POINT (-24523.1272243042 6707640.337375078),E02000389,E09000013,Hammersmith and Fulham
2023010470408,2023,3,2,1,2,7,9,4,1,1,9,6,05/10/2023,20:15,5,-0.096827,51.499142,POINT (-10778.7323350403 6710065.655143012),E02000815,E09000028,Southwark
2023010470412,2023,3,2,1,2,6,9,1,1,1,0,6,05/10/2023,16:42,5,-0.19083,51.427601,POINT (-21243.098428080393 6697282.797390015),E02000689,E09000024,Merton
2023010470415,2023,3,2,1,9,99,9,1,9,9,9,6,05/10/2023,15:50,5,-0.210538,51.460709,POINT (-23436.982952634233 6703196.003122764),E02000932,E09000032,Wandsworth
2023010470422,2023,2,1,1,4,2,0,1,8,1,0,1,04/10/2023,11:20,4,0.036822,51.404783,POINT (4099.006289989919 6693209.915596203),E02000142,E09000006,Bromley
2023010470423,2023,3,2,2,4,3,0,1,1,1,0,6,06/10/2023,16:35,6,-0.05265,51.421088,POINT (-5860.971190265854 6696120.056989744),E02000130,E09000006,Bromley
2023010470425,2023,3,2,1,4,2,9,4,1,1,2,6,05/10/2023,20:00,5,-0.048905,51.513012,POINT (-5444.0796972450435 6712546.251061321),E02000885,E09000030,Tower Hamlets
2023010470434,2023,2,2,2,2,3,4,1,1,1,0,3,06/10/2023,17:00,6,-0.256059,51.435703,POINT (-28504.357493034833 6698729.4470827),E02000599,E09000021,Kingston upon Thames
2023010470441,2023,2,2,1,4,1,0,1,1,1,0,3,06/10/2023,17:50,6,0.034192,51.48866,POINT (3806.2360292036096 6708191.490719244),E02000316,E09000011,Greenwich
2023010470443,2023,3,1,1,4,6,0,7,9,1,0,6,06/10/2023,18:15,6,-0.055805,51.466707,POINT (-6212.184183718632 6704267.725989733),E02000832,E09000028,Southwark
2023010470445,2023,3,3,1,2,6,1,1,1,1,0,6,06/10/2023,15:43,6,-0.193281,51.526584,POINT (-21515.94250001471 6714974.2820498105),E02000965,E09000033,Westminster
2023010470447,2023,2,2,1,4,3,5,4,1,9,0,9,03/10/2023,18:30,3,-0.077129,51.532408,POINT (-8585.961005394398 6716016.417652333),E02000371,E09000012,Hackney
2023010470448,2023,2,1,1,4,6,0,4,1,1,0,6,06/10/2023,17:30,6,-0.026937,51.666705,POINT (-2998.61312349841 6740084.348741433),E02000279,E09000010,Enfield
2023010470453,2023,3,2,1,-1,0,0,1,1,1,0,3,06/10/2023,15:55,6,-0.227709,51.515005,POINT (-25348.44992904553 6712902.753468065),E02000372,E09000013,Hammersmith and Fulham
2023010470455,2023,3,2,1,4,3,1,1,1,1,0,6,06/10/2023,16:50,6,-0.135316,51.599864,POINT (-15063.308216182606 6728096.594833231),E02000400,E09000014,Haringey
2023010470456,2023,3,2,1,-1,0,0,4,1,1,0,3,06/10/2023,18:34,6,0.007579,51.568443,POINT (843.6904207222204 6722467.4192481935),E02000918,E09000031,Waltham Forest
2023010470461,2023,3,2,1,4,1,1,1,1,1,0,1,06/10/2023,17:40,6,-0.395895,51.475764,POINT (-44070.82980760304 6705886.298097543),E02000535,E09000018,Hounslow
2023010470464,2023,3,3,1,4,3,0,1,1,1,0,6,06/10/2023,17:13,6,-0.053933,51.426442,POINT (-6003.794096953624 6697075.873534736),E02000687,E09000023,Lewisham
2023010470466,2023,3,2,1,2,3,5,4,1,1,0,6,06/10/2023,19:50,6,-0.324231,51.428883,POINT (-36093.229819393884 6697511.6873540105),E02000801,E09000027,Richmond upon Thames
2023010470471,2023,3,2,1,-1,0,8,4,1,1,0,6,04/10/2023,09:40,4,0.034725,51.452095,POINT (3865.5693177964245 6701657.099637338),E02000341,E09000011,Greenwich
2023010470472,2023,3,2,1,4,1,5,1,1,1,0,1,21/09/2023,07:30,5,-0.195927,51.349624,POINT (-21810.49387265371 6683372.737952628),E02000860,E09000029,Sutton
2023010470474,2023,2,2,4,4,8,0,1,1,1,0,3,06/10/2023,17:52,6,-0.074497,51.363266,POINT (-8292.9681056265 6685804.579305412),E02000222,E09000008,Croydon
2023010470483,2023,2,2,1,3,3,0,1,1,1,0,6,06/10/2023,14:51,6,-0.277968,51.490458,POINT (-30943.25621682467 6708512.939553927),E02006792,E09000018,Hounslow
2023010470486,2023,3,2,1,4,9,0,1,1,1,0,6,06/10/2023,16:06,6,-0.162227,51.642885,POINT (-18059.027032920392 6735810.269337597),E02000029,E09000003,Barnet
2023010470487,2023,3,2,1,4,3,0,7,1,1,0,6,06/10/2023,19:01,6,-0.119448,51.404203,POINT (-13296.890536274943 6693106.415420516),E02000197,E09000008,Croydon
2023010470490,2023,3,2,1,2,3,4,4,1,1,0,3,06/10/2023,20:46,6,-0.191589,51.509966,POINT (-21327.58992159249 6712001.421019161),E02000976,E09000033,Westminster
2023010470491,2023,2,1,1,-1,0,0,1,1,1,0,6,06/10/2023,16:17,6,-0.296828,51.48648,POINT (-33042.74181318581 6707801.764417685),E02000528,E09000018,Hounslow
2023010470493,2023,3,1,1,9,9,1,4,1,1,0,6,06/10/2023,22:31,6,-0.100604,51.599523,POINT (-11199.186051766494 6728035.48266095),E02000404,E09000014,Haringey
2023010470494,2023,3,2,1,-1,0,5,1,1,1,0,6,05/10/2023,17:35,5,-0.139376,51.506497,POINT (-15515.265348803297 6711380.974438724),E02000977,E09000033,Westminster
2023010470495,2023,3,2,1,1,9,0,4,1,1,6,6,06/10/2023,20:16,6,0.050559,51.532385,POINT (5628.202135017119 6716012.301813389),E02000731,E09000025,Newham
2023010470497,2023,3,1,1,2,9,0,4,1,1,0,2,06/10/2023,22:49,6,0.147861,51.560986,POINT (16459.811228184222 6721132.044432762),E02000007,E09000002,Barking and Dagenham
2023010470498,2023,3,1,1,4,3,8,4,1,1,0,6,06/10/2023,20:00,6,-0.064755,51.625915,POINT (-7208.493626318429 6732766.671219448),E02000303,E09000010,Enfield
2023010470499,2023,3,2,1,9,99,1,4,1,1,0,6,06/10/2023,20:58,6,-0.072059,51.401122,POINT (-8021.5711870725 6692556.637354916),E02000201,E09000008,Croydon
2023010470500,2023,3,2,1,4,1,0,4,1,1,0,6,07/10/2023,00:01,7,-0.013112,51.340092,POINT (-1459.6211632814031 6681673.980404183),E02000229,E09000008,Croydon
2023010470501,2023,3,1,1,2,3,5,4,1,1,0,6,06/10/2023,18:48,6,-0.083268,51.504676,POINT (-9269.351359374305 6711055.29913256),E02000809,E09000028,Southwark
2023010470509,2023,3,1,1,2,3,4,4,1,1,0,3,06/10/2023,22:54,6,-0.049778,51.601864,POINT (-5541.261612707572 6728455.03323499),E02000398,E09000014,Haringey
2023010470513,2023,1,1,1,-1,0,1,4,1,1,0,6,06/10/2023,21:40,6,-0.168797,51.463436,POINT (-18790.3960874322 6703683.246123029),E02000934,E09000032,Wandsworth
2023010470514,2023,3,2,2,4,1,0,4,1,1,0,1,07/10/2023,02:35,7,0.0689,51.536209,POINT (7669.912915656549 6716696.6333459485),E02000022,E09000002,Barking and Dagenham
2023010470516,2023,3,7,2,-1,0,0,4,1,1,0,6,06/10/2023,20:48,6,0.189795,51.550912,POINT (21127.882755109356 6719328.373622702),E02000489,E09000016,Havering
2023010470518,2023,3,2,1,4,3,0,4,1,1,0,6,07/10/2023,06:00,7,-0.267048,51.526977,POINT (-29727.647377362122 6715044.600536147),E02000252,E09000009,Ealing
2023010470519,2023,3,2,2,-1,0,0,4,1,1,0,6,07/10/2023,05:08,7,0.110775,51.534968,POINT (12331.41659262488 6716474.541419205),E02000018,E09000002,Barking and Dagenham
2023010470520,2023,2,2,2,2,6,4,4,2,1,0,6,07/10/2023,03:00,7,-0.110639,51.525048,POINT (-12316.277141876995 6714699.4553141575),E02000575,E09000019,Islington
2023010470522,2023,3,1,1,-1,0,0,4,1,1,0,3,07/10/2023,06:04,7,-0.065483,51.683146,POINT (-7289.534215615933 6743035.707581014),E02000280,E09000010,Enfield
2023010470536,2023,3,2,1,2,6,5,1,1,1,0,6,07/10/2023,08:10,7,-0.173019,51.397703,POINT (-19260.3869775614 6691946.58943441),E02000710,E09000024,Merton
2023010470544,2023,3,2,1,9,99,9,1,1,1,9,9,05/10/2023,12:05,5,-0.124849,51.582297,POINT (-13898.127106049411 6724948.929183311),E02000418,E09000014,Haringey
2023010470546,2023,3,1,2,4,5,0,1,1,1,0,3,06/10/2023,12:28,6,-0.220925,51.513805,POINT (-24593.258503503966 6712688.098871075),E02000579,E09000020,Kensington and Chelsea
2023010470548,2023,3,2,1,9,9,9,1,1,1,0,6,07/10/2023,09:45,7,-0.194273,51.532111,POINT (-21626.371434881636 6715963.269805064),E02000126,E09000005,Brent
2023010470550,2023,3,2,1,4,3,0,4,1,1,0,2,04/10/2023,19:10,4,-0.150776,51.505014,POINT (-16784.307543846615 6711115.747491808),E02000977,E09000033,Westminster
2023010470552,2023,2,1,1,-1,0,0,1,1,1,0,6,07/10/2023,10:45,7,-0.109149,51.599248,POINT (-12150.411100595016 6727986.198985303),E02000403,E09000014,Haringey
2023010470556,2023,3,1,2,4,3,0,1,1,1,0,6,07/10/2023,10:00,7,-0.154186,51.433082,POINT (-17163.90700745168 6698261.427298442),E02000952,E09000032,Wandsworth
2023010470560,2023,3,2,1,4,3,0,1,1,1,0,6,06/06/2023,13:30,3,-0.030268,51.671248,POINT (-3369.4183473308044 6740899.765209445),E02000279,E09000010,Enfield
2023010470562,2023,2,2,1,2,6,0,1,1,1,0,3,07/10/2023,10:40,7,-0.408158,51.518105,POINT (-45435.940723200954 6713457.304018598),E02000514,E09000017,Hillingdon
2023010470563,2023,3,2,1,2,6,5,1,1,1,0,6,07/10/2023,11:00,7,-0.226856,51.582597,POINT (-25253.494403398872 6725002.6731496435),E02000057,E09000003,Barnet
2023010470564,2023,3,2,1,9,99,9,1,1,1,9,6,06/10/2023,15:50,6,-0.022272,51.573527,POINT (-2479.307698947789 6723377.970671982),E02000912,E09000031,Waltham Forest
2023010470565,2023,3,1,1,-1,0,5,1,1,1,0,6,07/10/2023,12:05,7,-0.125756,51.500939,POINT (-13999.093884198912 6710386.999077727),E02000979,E09000033,Westminster
2023010470566,2023,2,2,1,2,3,0,1,1,1,0,3,07/10/2023,10:54,7,-0.195427,51.539755,POINT (-21754.834127257072 6717331.2662129905),E02000185,E09000007,Camden
2023010470567,2023,3,2,1,4,3,9,4,1,1,9,6,06/10/2023,19:00,6,0.083817,51.568885,POINT (9330.465759819812 6722546.578017215),E02000773,E09000026,Redbridge
2023010470568,2023,3,2,1,4,9,0,1,1,1,0,6,07/10/2023,11:45,7,-0.108413,51.586377,POINT (-12068.479955371167 6725679.877528579),E02000419,E09000014,Haringey
2023010470577,2023,2,1,1,4,3,5,1,1,1,0,3,07/10/2023,11:30,7,-0.194969,51.456171,POINT (-21703.849800473756 6702385.246701358),E02000940,E09000032,Wandsworth
2023010470578,2023,2,1,2,4,2,1,1,1,1,0,6,07/10/2023,11:45,7,-0.075102,51.598532,POINT (-8360.316397556433 6727857.883615283),E02000402,E09000014,Haringey
2023010470579,2023,2,2,1,-1,0,0,1,1,1,0,3,07/10/2023,10:03,7,-0.122826,51.581311,POINT (-13672.927776174618 6724772.293180075),E02000424,E09000014,Haringey
2023010470589,2023,3,1,1,2,6,5,1,1,1,0,6,07/10/2023,12:20,7,-0.16406,51.405684,POINT (-18263.07565954446 6693370.70036919),E02000701,E09000024,Merton
2023010470590,2023,3,2,1,4,3,9,1,1,1,0,6,07/10/2023,11:35,7,-0.1621,51.490381,POINT (-18044.889457589645 6708499.173131551),E02000590,E09000020,Kensington and Chelsea
2023010470591,2023,3,2,1,2,6,4,1,1,1,0,3,07/10/2023,12:29,7,-0.188901,51.553044,POINT (-21028.36313034017 6719710.0582026215),E02000169,E09000007,Camden
2023010470592,2023,2,1,1,-1,0,0,1,1,1,0,2,07/10/2023,12:58,7,-0.140445,51.514221,POINT (-15634.265884461303 6712762.511824326),E02000972,E09000033,Westminster
2023010470593,2023,3,2,1,4,3,9,1,1,1,9,9,06/10/2023,15:30,6,-0.189671,51.478014,POINT (-21114.079138250992 6706288.444348226),E02000391,E09000013,Hammersmith and Fulham
2023010470595,2023,2,2,1,4,3,0,1,1,1,0,6,07/10/2023,12:10,7,-0.041038,51.670682,POINT (-4568.329263174361 6740798.170232368),E02000278,E09000010,Enfield
2023010470596,2023,3,2,1,2,3,8,1,1,1,0,6,06/10/2023,18:05,6,-0.140925,51.51305,POINT (-15687.699240042079 6712553.048251865),E02000972,E09000033,Westminster
2023010470601,2023,3,1,2,-1,0,0,1,1,1,0,3,07/10/2023,13:11,7,0.201636,51.508145,POINT (22446.01684559251 6711675.720916422),E02000492,E09000016,Havering
2023010470604,2023,3,2,1,-1,0,0,1,1,1,0,6,07/10/2023,14:10,7,0.219289,51.610061,POINT (24411.13981656617 6729924.257993114),E02000464,E09000016,Havering
2023010470606,2023,3,2,1,2,6,9,1,1,1,0,6,05/10/2023,18:25,5,-0.158473,51.519981,POINT (-17641.133664482444 6713792.9148777835),E02000967,E09000033,Westminster
2023010470610,2023,3,1,1,-1,0,4,1,1,1,0,6,07/10/2023,15:30,7,-0.104264,51.478579,POINT (-11606.615388069875 6706389.430856264),E02000622,E09000022,Lambeth
2023010470622,2023,3,2,1,4,3,0,1,1,1,0,6,07/10/2023,14:54,7,-0.074104,51.597563,POINT (-8249.219545744745 6727684.230979884),E02000407,E09000014,Haringey
2023010470623,2023,3,2,1,9,99,9,4,1,1,0,3,06/10/2023,23:30,6,-0.009821,51.464029,POINT (-1093.2687190807399 6703789.2034421535),E02000659,E09000023,Lewisham
2023010470624,2023,3,2,1,-1,0,1,1,1,1,0,6,29/09/2023,11:45,6,-0.305279,51.505999,POINT (-33983.50282987976 6711291.908729216),E02000268,E09000009,Ealing
2023010470627,2023,3,2,1,9,99,9,1,1,1,9,9,26/09/2023,15:19,3,-0.239723,51.535347,POINT (-26685.842291435918 6716542.367400842),E02000123,E09000005,Brent
2023010470633,2023,3,2,1,4,3,5,4,1,1,0,6,07/10/2023,16:07,7,-0.079,51.59821,POINT (-8794.239772668612 6727800.178200528),E02000402,E09000014,Haringey
2023010470634,2023,3,2,1,4,2,1,1,1,1,0,3,07/10/2023,17:10,7,-0.422447,51.468283,POINT (-47026.58492714604 6704549.349100161),E02000524,E09000017,Hillingdon
2023010470635,2023,3,2,1,2,7,5,1,1,1,0,3,07/10/2023,17:52,7,-0.005605,51.53526,POINT (-623.9457458962984 6716526.797798389),E02000726,E09000025,Newham
2023010470637,2023,3,2,1,-1,0,0,1,1,1,0,6,07/10/2023,14:45,7,-0.223938,51.494877,POINT (-24928.664129264096 6709303.028129954),E02000384,E09000013,Hammersmith and Fulham
2023010470638,2023,2,1,1,3,3,0,1,1,1,0,6,07/10/2023,14:10,7,-0.281207,51.508535,POINT (-31303.82004750408 6711745.474373459),E02000264,E09000009,Ealing
2023010470639,2023,3,2,1,2,3,4,4,1,1,0,3,07/10/2023,18:00,7,-0.11473,51.463299,POINT (-12771.685178712276 6703658.767140539),E02000628,E09000022,Lambeth
2023010470641,2023,3,2,1,4,3,0,1,1,1,0,6,07/10/2023,16:34,7,-0.095415,51.529208,POINT (-10621.549214040197 6715443.799171729),E02000573,E09000019,Islington
2023010470642,2023,3,2,3,-1,0,8,4,1,1,0,6,07/10/2023,18:30,7,-0.074655,51.555163,POINT (-8310.556585171838 6720089.433163806),E02000358,E09000012,Hackney
2023010470644,2023,3,2,1,4,7,5,1,1,1,0,6,07/10/2023,16:12,7,-0.39807,51.556697,POINT (-44312.94970007841 6720364.08373481),E02006796,E09000017,Hillingdon
2023010470647,2023,3,2,1,2,3,0,1,1,1,0,2,01/10/2023,20:30,1,-0.00472,51.511963,POINT (-525.4279965442513 6712358.615066242),E02000891,E09000030,Tower Hamlets
2023010470649,2023,2,1,1,9,99,0,1,9,1,0,9,07/10/2023,09:10,7,-0.106317,51.382013,POINT (-11835.154302668467 6689147.626834989),E02000212,E09000008,Croydon
2023010470652,2023,3,2,1,-1,0,0,4,1,1,0,3,07/10/2023,19:19,7,-0.313595,51.583974,POINT (-34909.23571531662 6725249.362507225),E02000096,E09000005,Brent
2023010470655,2023,3,2,1,4,3,0,4,1,1,0,6,07/10/2023,19:01,7,-0.164365,51.425346,POINT (-18297.02810423641 6696880.20230988),E02000957,E09000032,Wandsworth
2023010470658,2023,3,2,1,4,9,0,1,1,1,0,6,07/10/2023,14:36,7,-0.146134,51.454285,POINT (-16267.562467584237 6702048.318756414),E02000636,E09000022,Lambeth
2023010470659,2023,3,2,1,2,6,5,4,1,1,0,2,07/10/2023,19:25,7,-0.069309,51.55807,POINT (-7715.442587390998 6720609.916384803),E02000353,E09000012,Hackney
2023010470663,2023,3,2,1,9,99,9,1,8,1,9,6,05/10/2023,15:40,5,-0.053908,51.37994,POINT (-6001.011109683792 6688777.893029089),E02000211,E09000008,Croydon
2023010470666,2023,3,2,1,4,3,0,1,1,1,0,6,07/10/2023,13:44,7,-0.093641,51.394496,POINT (-10424.068437372931 6691374.409853487),E02000206,E09000008,Croydon
2023010470667,2023,3,1,1,4,9,5,4,1,1,0,6,07/10/2023,19:58,7,-0.409355,51.456417,POINT (-45569.1901536805 6702429.19485091),E02000549,E09000018,Hounslow
2023010470670,2023,2,1,1,-1,0,0,7,1,1,0,6,07/10/2023,18:55,7,0.050214,51.451492,POINT (5589.796910693439 6701549.3836955065),E02000339,E09000011,Greenwich
2023010470673,2023,3,2,1,2,3,5,1,1,1,0,6,07/10/2023,14:17,7,-0.319504,51.561929,POINT (-35567.02258641408 6721300.901648087),E02000105,E09000005,Brent
2023010470676,2023,3,2,1,4,3,0,1,9,1,0,3,07/10/2023,16:18,7,-0.165209,51.403912,POINT (-18390.98175446593 6693054.487378604),E02000710,E09000024,Merton
2023010470681,2023,3,2,1,4,3,9,1,1,1,0,6,07/10/2023,11:14,7,-0.220748,51.426189,POINT (-24573.554953633553 6697030.704486813),E02000690,E09000024,Merton
2023010470683,2023,3,2,1,4,3,0,1,1,1,0,6,07/10/2023,14:35,7,-0.039862,51.518886,POINT (-4437.417542001471 6713597.020932297),E02000882,E09000030,Tower Hamlets
2023010470684,2023,3,1,1,9,99,0,1,1,1,0,6,07/10/2023,11:10,7,-0.314702,51.584476,POINT (-35032.46639162478 6725339.297596573),E02006882,E09000015,Harrow
2023010470686,2023,3,1,1,4,9,0,4,1,1,0,6,07/10/2023,23:00,7,-0.395148,51.567574,POINT (-43987.67414798046 6722311.790337598),E02000501,E09000017,Hillingdon
2023010470688,2023,2,2,1,4,6,0,1,1,1,0,6,07/10/2023,16:00,7,-0.193321,51.512817,POINT (-21520.395279646436 6712511.370830622),E02000973,E09000033,Westminster
2023010470690,2023,3,3,1,-1,0,0,4,1,1,0,6,07/10/2023,23:00,7,0.235258,51.577024,POINT (26188.800765043954 6724004.347322647),E02000473,E09000016,Havering
2023010470692,2023,3,2,2,2,3,5,1,1,1,0,6,07/10/2023,15:55,7,-0.105275,51.54729,POINT (-11719.159393261874 6718679.98050654),E02000566,E09000019,Islington
2023010470699,2023,3,2,1,4,9,0,4,1,1,0,6,08/10/2023,03:32,1,-0.192412,51.601989,POINT (-21419.205862515355 6728477.436159275),E02000046,E09000003,Barnet
2023010470700,2023,3,4,1,4,3,0,4,1,1,0,6,08/10/2023,00:13,1,0.01085,51.539574,POINT (1207.8164751070183 6717298.871177614),E02000733,E09000025,Newham
2023010470701,2023,3,2,1,4,8,0,4,1,1,0,6,08/10/2023,00:07,1,-0.428212,51.535946,POINT (-47668.34179156926 6716649.565816335),E02000511,E09000017,Hillingdon
2023010470704,2023,3,1,1,-1,0,0,4,1,1,0,6,08/10/2023,01:38,1,-0.102455,51.347185,POINT (-11405.238429224844 6682938.034815389),E02000224,E09000008,Croydon
2023010470706,2023,3,1,1,1,8,0,6,1,1,0,6,08/10/2023,01:49,1,-0.05037,51.414504,POINT (-5607.1627512571895 6694944.809639099),E02000130,E09000006,Bromley
2023010470708,2023,3,2,1,-1,0,0,4,1,1,0,6,08/10/2023,06:11,1,-0.035885,51.526545,POINT (-3994.6999271166223 6714967.303912515),E02000866,E09000030,Tower Hamlets
2023010470711,2023,3,3,1,-1,0,0,4,8,1,0,9,07/10/2023,21:00,7,-0.057773,51.509517,POINT (-6431.260941599793 6711921.112645702),E02000889,E09000030,Tower Hamlets
2023010470723,2023,3,1,1,-1,0,5,1,1,1,0,6,08/10/2023,10:00,1,-0.153523,51.52404,POINT (-17090.102185055737 6714519.105307075),E02000967,E09000033,Westminster
2023010470724,2023,2,2,1,2,3,4,1,1,1,0,6,06/10/2023,09:30,6,-0.021687,51.527835,POINT (-2414.185796833724 6715198.122394005),E02000867,E09000030,Tower Hamlets
2023010470725,2023,3,2,1,4,3,9,4,9,9,0,6,05/10/2023,20:30,5,-0.060521,51.418287,POINT (-6737.166902299709 6695620.056374481),E02000131,E09000006,Bromley
2023010470726,2023,2,2,1,1,3,0,1,1,1,0,6,08/10/2023,10:15,1,-0.020406,51.443327,POINT (-2271.5855291275407 6700090.981998833),E02000672,E09000023,Lewisham
2023010470727,2023,3,2,1,4,3,9,1,9,9,0,6,06/10/2023,07:00,6,-0.11273,51.474103,POINT (-12549.046197125728 6705589.437525479),E02000624,E09000022,Lambeth
2023010470730,2023,3,2,1,9,9,9,1,1,1,0,2,07/10/2023,09:20,7,-0.123642,51.484358,POINT (-13763.764480661932 6707422.42487641),E02000621,E09000022,Lambeth
2023010470731,2023,3,2,1,2,1,0,1,1,1,0,1,06/10/2023,15:25,6,-0.453547,51.498057,POINT (-50488.62109081685 6709871.638923952),E02000521,E09000017,Hillingdon
2023010470733,2023,3,2,1,2,9,5,1,1,1,0,6,08/10/2023,11:15,1,-0.176916,51.515458,POINT (-19694.199033182784 6712983.787048725),E02000975,E09000033,Westminster
2023010470736,2023,3,2,1,2,5,0,1,8,1,0,7,08/10/2023,11:45,1,0.041784,51.579867,POINT (4651.373603306143 6724513.616132213),E02000768,E09000026,Redbridge
2023010470739,2023,3,1,1,-1,0,0,1,1,1,0,6,08/10/2023,12:00,1,-0.24018,51.456157,POINT (-26736.715298728446 6702382.74559428),E02000938,E09000032,Wandsworth
2023010470742,2023,3,2,1,4,3,0,1,1,1,0,6,08/10/2023,12:25,1,-0.103781,51.434328,POINT (-11552.848074016725 6698483.916377037),E02000645,E09000022,Lambeth
2023010470743,2023,2,2,1,-1,0,0,1,1,1,0,6,08/10/2023,11:18,1,-0.167113,51.476017,POINT (-18602.934064936326 6705931.516219424),E02000925,E09000032,Wandsworth
2023010470744,2023,3,2,1,9,99,9,7,9,9,9,6,05/10/2023,17:00,5,-0.062072,51.59732,POINT (-6909.823432520077 6727640.683996042),E02000408,E09000014,Haringey
2023010470747,2023,3,2,1,9,99,9,1,9,9,9,9,08/10/2023,13:30,1,-0.129522,51.43074,POINT (-14418.32308652638 6697843.249962393),E02000646,E09000022,Lambeth
2023010470748,2023,3,2,1,-1,0,5,4,1,1,0,6,07/10/2023,18:30,7,0.052795,51.535287,POINT (5877.112516430879 6716531.629740792),E02000731,E09000025,Newham
2023010470750,2023,3,2,1,4,8,0,1,1,1,0,6,08/10/2023,13:30,1,-0.129024,51.457727,POINT (-14362.88598011133 6702663.23166879),E02000634,E09000022,Lambeth
2023010470758,2023,2,2,1,2,6,4,1,1,1,0,6,08/10/2023,14:25,1,-0.27623,51.508291,POINT (-30749.782941825957 6711701.833679134),E02000262,E09000009,Ealing
2023010470764,2023,3,1,1,4,3,0,1,1,1,0,6,08/10/2023,13:50,1,-0.168992,51.400635,POINT (-18812.10338813689 6692469.739765079),E02000710,E09000024,Merton
2023010470766,2023,3,2,1,2,6,0,1,8,1,0,6,08/10/2023,16:30,1,-0.061929,51.509379,POINT (-6893.904745336638 6711896.4300529575),E02000889,E09000030,Tower Hamlets
2023010470784,2023,3,1,1,2,7,5,1,1,1,0,2,08/10/2023,16:45,1,-0.14142,51.513615,POINT (-15742.802387984748 6712654.112411765),E02000972,E09000033,Westminster
2023010470785,2023,3,1,1,-1,0,0,1,1,1,0,6,08/10/2023,13:59,1,0.102541,51.565296,POINT (11414.811905433064 6721903.838221295),E02000774,E09000026,Redbridge
2023010470789,2023,3,1,1,-1,0,4,1,1,1,0,6,08/10/2023,13:49,1,-0.071895,51.584937,POINT (-8003.3147905824035 6725421.888264987),E02000420,E09000014,Haringey
2023010470798,2023,3,1,1,2,3,0,1,1,1,0,6,08/10/2023,14:25,1,-0.055334,51.545133,POINT (-6159.752703555 6718293.869205921),E02000361,E09000012,Hackney
2023010470801,2023,3,2,1,4,8,0,1,1,1,0,6,07/10/2023,16:50,7,-0.047745,51.609177,POINT (-5314.949087924847 6729765.797667181),E02000309,E09000010,Enfield
2023010470802,2023,3,1,1,-1,0,1,1,1,1,0,6,08/10/2023,15:39,1,-0.03345,51.532214,POINT (-3723.6369670350014 6715981.701510801),E02000866,E09000030,Tower Hamlets
2023010470808,2023,3,2,1,4,3,1,4,8,1,0,6,08/10/2023,20:00,1,-0.317171,51.621568,POINT (-35307.31421439337 6731987.212606011),E02000433,E09000015,Harrow
2023010470815,2023,3,2,1,2,3,5,4,1,1,0,6,08/10/2023,21:10,1,0.068099,51.557347,POINT (7580.746003531137 6720480.46388953),E02000782,E09000026,Redbridge
2023010470819,2023,3,2,1,4,1,0,1,1,1,0,1,08/10/2023,16:12,1,-0.069284,51.547422,POINT (-7712.659600121166 6718703.609608871),E02000364,E09000012,Hackney
2023010470820,2023,3,1,1,2,9,4,4,1,1,0,6,08/10/2023,21:20,1,-0.071403,51.585657,POINT (-7948.545601112111 6725550.881874717),E02000421,E09000014,Haringey
2023010470822,2023,3,2,1,-1,0,5,4,1,1,2,6,05/10/2023,21:45,5,-0.110463,51.597848,POINT (-12296.68491149738 6727735.304899799),E02000403,E09000014,Haringey
2023010470826,2023,3,1,1,4,3,1,1,1,1,0,6,07/10/2023,16:26,7,0.126442,51.543804,POINT (14075.459054883098 6718055.982204517),E02000013,E09000002,Barking and Dagenham
2023010470827,2023,3,2,1,4,3,4,4,1,1,0,6,08/10/2023,20:49,1,-0.061231,51.531948,POINT (-6816.203740762935 6715934.10126858),E02000868,E09000030,Tower Hamlets
2023010470829,2023,3,3,1,4,3,0,4,1,1,0,6,09/10/2023,01:49,2,-0.132515,51.552349,POINT (-14751.502322470647 6719585.632793188),E02000174,E09000007,Camden
2023010470831,2023,3,2,1,2,6,5,4,8,1,0,9,08/10/2023,08:28,1,-0.403695,51.458588,POINT (-44939.121835790575 6702817.0564721385),E02000547,E09000018,Hounslow
